LATITUDE,LONGITUDE,Decade Founded,Area,Name Of Congregation,Year Founded
42.334044,-71.087297,1890,ROXBURY,Novey Zedek,1898
42.33651,-71.087666,1890,SOUTH END,Nevah Zedeck,1898
42.307817,-71.088288,1890,ROXBURY,Mishkan Tefila,1894
42.772158,-71.088997,1890,HAVERHILL,Congregation Cnessis Israel,1895
42.7702742,-71.0968649,1890,HAVERHILL,Ahavas Achim,1896
42.31985,-71.099898,1890,ROXBURY,Cong. Baron Hirsch,1891
42.287826,-71.156724,1890,WEST ROXBURY,Congregation Ohavi Sedeck,1896
42.70871,-71.168927,1890,LAWRENCE,Sons of Israel (Bnai Israel),1894
42.3254827,-71.1779925,1890,CHESTNUT HILL,Congregation Mishkan Tefila,1895
42.3591584,-71.2008784,1890,NEWTON,Congregation Agudas Achim-Anshe Sfard,1895
42.6365819,-71.3189407,1890,LOWELL,Anshei Sfard,1899
42.634314,-71.3347695,1890,LOWELL,Montefiore Society/Brotherhood Synagogue,1896
42.1406629,-71.3922159,1890,MEDWAY,Agudas Achim,1899
42.1465093,-71.4318403,1890,MEDWAY,Tifereth Israel,1898
42.582866669,-71.782852173,1890,WORCESTER,Agooodas Oh-lim (Achim?),1893
42.5829963,-71.7849689,1890,FITCHBURG,Cong. Agudas Achim,1890
42.257333,-71.798934,1890,WORCESTER,Tower of Truth (orig. Sharei Zedek),1892
42.248553,-71.990256,1890,WORCESTER,Good Brothers,1897
42.3294018,-72.6438277,1890,NORTHAMPTON,Congregation B’nai Israel,1893
,,1890,*,*,*
42.461249,-70.959133,1880,LYNN,Congregation Anshei Sfard,1889
42.388988,-71.039518,1880,CHELSEA,Cong. Ohab Shalom (aka Ahavas Shalom),1887
42.363686,-71.054351,1880,NORTH END,Congregation Shomre Beth Abraham,1885
42.362994,-71.055012,1880,NORTH END,House of Prayer,1886
42.364907,-71.055683,1880,NORTH END,Anshe Wilkomeer/ Valkimir/Beis Hatfillah/Walkimir Beth Hamedrosh,1889
42.364606,-71.055901,1880,NORTH END,Shaari Jerusalem,1889
42.364878,-71.055941,1880,NORTH END,Beth Israel,1887
42.362993,-71.056272,1880,NORTH END,Congregation Chevra Tehillim,1885
42.364697,-71.065273,1880,WEST END,Congregation Beth Jacob,1888
42.365546,-71.0665,1880,WEST END,Russian Sphard,1889
42.364135,-71.068529,1880,WEST END,Adas Israel,1889
42.346731,-71.06884,1880,SOUTH END,Gates of Prayer,1880
42.3777218,-71.095996,1880,CAMBRIDGE,Cong. Anshai Sfard of Cambridge,1889
42.7706025,-71.0966228,1880,HAVERHILL,Beth Jacob Congregation,1883
42.287826,-71.156724,1880,WEST ROXBURY,Congregation Ohavi Sedeck,1887
42.7040585,-71.1835625,1880,LAWRENCE,Children of Abraham,1889
42.6382367,-71.3216777,1880,LOWELL,Congregation of Jacob (Khilos Jacobe),1888
,,1880,*,*,*
42.363917,-71.054407,1870,NORTH END,Shomre Shabbos,1872
42.36264,-71.055674,1870,NORTH END,Congregation Beth Abraham,1875
42.349594,-71.068424,1870,SOUTH END,Zion’s Holy Prophets of Israel Memorial Synaogue,1878
42.34598,-71.0716,1870,SOUTH END,Shaarei Tefila (aka Gates of Prayer),1876
42.335465,-71.082995,1870,ROXBURY,Har Moriah,1878
42.256242,-71.79175,1870,WORCESTER,Sons of Abraham,1879
42.256889,-71.79361,1870,WORCESTER,Sons of Israel Synagogue,1877
,,1860,PITTSFIELD,Temple Anshe Amunim,1869
42.347006,-71.062981,1850,SOUTH END,Beth Eil,1859
42.346731,-71.06884,1850,SOUTH END,Temple Israel,1854
42.341613,-71.070678,1850,SOUTH END,K.K. Ohabei Shalom,1851
42.339196,-71.075229,1850,SOUTH END,Mishkan Israel,1858
42.339824,-71.082414,1850,SOUTH END,Kehillah Kadosh Adath Israel,1854
42.34352,-71.114525,1840,BROOKLINE,Temple Ohabei Shalom,1842
